종목코드,종목명,시장구분,소속부,소속부,업종코드,업종명,결산월,지정자문인,상장주식수,액면가,자본금,통화구분,대표이사,대표전화,주소
"066670","디스플레이텍","KOSDAQ","우량기업부",,"032602","전자부품 제조업","12",,"18691918","500","9345959000","원(KRW)","박윤민","031-776-7502","충청남도 천안시 서북구 3공단6로 86-9 (주)디스플레이테크 천안공장"
"024090","디씨엠","KOSPI",,,"032401","1차 철강 제조업","12",,"11400000","500","6000000000","원(KRW)","정연택, 정동우(각자 대표)","055-366-9991","경상남도 양산시  웅상농공단지길 55 "
"003160","디아이","KOSPI",,,"032702","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","12",,"28300000","500","17248392500","원(KRW)","박원호
조윤형","02-546-5501","서울특별시 강남구  논현로 703 "
"092200","디아이씨","KOSPI",,,"033003","자동차 신품 부품 제조업","12",,"38888569","500","19444284500","원(KRW)","김정렬","052-255-0500","울산광역시 울주군  두동면 봉계농공길 8 "
"110990","디아이티","KOSDAQ","우량기업부",,"032902","특수 목적용 기계 제조업","12",,"18900000","100","1890000000","원(KRW)","박종철","031-831-7000","경기도 화성시 정남면 가장로 355-50 "
"078590","디아크","KOSDAQ","관리종목(소속부없음)",,"033003","자동차 신품 부품 제조업","12",,"133006958","200","26601391600","원(KRW)","설정호","02-6925-2168","경남 밀양시 산내면 가인리 364번지 "
"263690","디알젬","KOSDAQ","우량기업부",,"032701","의료용 기기 제조업","12",,"11325610","500","5662805000","원(KRW)","박정병","02-869-8566","경기도 광명시 하안로 60 광명테크노파크 E동 7층 &nbsp;"
"214680","디알텍","KOSDAQ","벤처기업부",,"032701","의료용 기기 제조업","12",,"63530439","100","6353043900","원(KRW)","안성현","031-779-7400","경기도 성남시 중원구 둔촌대로541번길 29 상대원동 3층"
"377190","디앤디플랫폼리츠","KOSPI",,,"126801","부동산 임대 및 공급업","03",,"64400000","1000","64400000000","원(KRW)","이양원","02-6201-9500","서울특별시 강남구 가로수길 77, 5층 "
"263720","디앤씨미디어","KOSDAQ","중견기업부",,"105801","서적, 잡지 및 기타 인쇄물 출판업","12",,"12275111","500","6137555500","원(KRW)","최원영","02-333-2513","서울특별시 구로구 디지털로26길 111, 503호(구로동, 제이앤케이디지털타워) "
"376300","디어유","KOSDAQ","기술성장기업부","이익미실현기업","105802","소프트웨어 개발 및 공급업","12",,"23719736","500","11859868000","원(KRW)","안종오","02-6203-1220","서울특별시 강남구 삼성로 633, 4층(삼성동, 삼광빌딩) &nbsp"
"141020","디에스앤엘","KOSDAQ","관리종목(소속부없음)",,"074709","무점포 소매업","12",,"46802132","500","23401066000","원(KRW)","최낙근","031-5175-4234","경기도 하남시 미사강변대로 84 503호(풍산동, 미사탑프라자) "
"109740","디에스케이","KOSDAQ","벤처기업부",,"032902","특수 목적용 기계 제조업","12",,"27024910","500","13512455000","원(KRW)","김태구, 김종원(각자대표)","031-416-9100","경기도 안산시 상록구 수인로710(사사동) -"
"196490","디에이테크놀로지","KOSDAQ","벤처기업부",,"032902","특수 목적용 기계 제조업","12",,"26795598","2500","66988995000","원(KRW)","이종욱","031-369-8800","경기도 화성시 비봉면 쌍학길 15 (쌍학리 250-2)"
"066900","디에이피","KOSDAQ","우량기업부",,"032602","전자부품 제조업","12",,"22744503","500","11372251500","원(KRW)","권오일, 최봉윤","031-677-0005","경기 안성시 미양면 보체리 404-1 "
"127120","디엔에이링크","KOSDAQ","투자주의환기종목(소속부없음)",,"137001","자연과학 및 공학 연구개발업","12",,"17093692","500","8546846000","원(KRW)","이종은","02-3153-1500","서울특별시 강서구 마곡중앙8로3길 31 지번) 서울특별시 강서구 마곡동 787-8 "
"092070","디엔에프","KOSDAQ","우량기업부",,"032004","기타 화학제품 제조업","12",,"11571858","500","5785929000","원(KRW)","김명운","042-932-7939","대전광역시 대덕구  대화로132번길 142 디엔에프 "
"039840","디오","KOSDAQ","우량기업부",,"032701","의료용 기기 제조업","12",,"15881755","500","7940877500","원(KRW)","김진백, 한익재(공동대표)","051-745-7777","부산광역시 해운대구 센텀서로 66 "
"013570","디와이","KOSPI",,,"116409","기타 금융업","12",,"26319633","500","13159816500","원(KRW)","김진호","032-810-4100","인천광역시 남동구  남동서로362번길 36 (남촌동)"
"219550","디와이디","KOSDAQ","투자주의환기종목(소속부없음)",,"074604","생활용품 도매업","12",,"51647059","500","25823529500","원(KRW)","정창래","070-4047-5284","경기도 고양시 덕양구 동송로 30 18층(동산동, 삼송더샵미디어시티 제엠비엔스튜디오동)"
"310870","디와이씨","KOSDAQ","벤처기업부",,"033003","자동차 신품 부품 제조업","12",,"20687271","100","2068727100","원(KRW)","김용덕, 임동하(공동대표이사)","053-245-6200","경상북도 경산시 진량읍 공단7로 42 대원리 498번지 디와이씨 주식회사"
"210540","디와이파워","KOSPI",,,"032902","특수 목적용 기계 제조업","12",,"11041708","500","5520854000","원(KRW)","박치웅","055-278-0800","경상남도 창원시 성산구 웅남로 812 (성주동)"
"104460","디와이피엔에프","KOSDAQ","우량기업부",,"032901","일반 목적용 기계 제조업","12",,"10713625","500","5356812500","원(KRW)","신승대","02-2106-8000","서울특별시 강서구 마곡중앙8로7길 39 - "
"079810","디이엔티","KOSDAQ","중견기업부",,"032902","특수 목적용 기계 제조업","12",,"16000094","500","8000047000","원(KRW)","배성민","031-831-4300","경기도 오산시 가장산업서북로 40-56 -"
"113810","디젠스","KOSDAQ","벤처기업부",,"033003","자동차 신품 부품 제조업","12",,"32628051","500","16314025500","원(KRW)","이석우","031-505-5334","경기도 시흥시 공단1대로27번길 38 (정왕동) "
"043360","디지아이","KOSDAQ","벤처기업부",,"032603","컴퓨터 및 주변장치 제조업","12",,"9000000","500","4500000000","원(KRW)","최동호","031-820-8900","경기도 양주시 청담로 52 (주)디지아이 "
"197140","디지캡","KOSDAQ","벤처기업부",,"105802","소프트웨어 개발 및 공급업","12",,"9580854","500","4790427000","원(KRW)","한승우","02-3477-2101","서울특별시 강서구 마곡중앙8로7길 11 &nbsp"
"068930","디지털대성","KOSDAQ","우량기업부",,"168505","일반 교습 학원","12",,"28822489","500","14911244500","원(KRW)","김희선","(02)2104-8600","서울특별시 서초구  방배로 181 단우빌딩  "
"033130","디지틀조선","KOSDAQ","중견기업부",,"106301","자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","12",,"37115267","500","18557633500","원(KRW)","김영수","02-3701-2821","서울특별시 중구  세종대로21길 52 (태평로1가) "
"105740","디케이락","KOSDAQ","우량기업부",,"032901","일반 목적용 기계 제조업","12",,"9252873","500","4626436500","원(KRW)","노은식","055-338-0114","경상남도 김해시 주촌면 골든루트로129번길 7 "
"263020","디케이앤디","KOSDAQ","벤처기업부",,"032202","플라스틱제품 제조업","12",,"15526404","500","7763202000","원(KRW)","최민석","031-491-6633","경기도 안산시 단원구 별망로 345 "
"290550","디케이티","KOSDAQ","우량기업부",,"032602","전자부품 제조업","12",,"16509846","500","8254923000","원(KRW)","이지열","070-4324-3293","인천광역시 부평구 평천로199번길 25 - "
"187220","디티앤씨","KOSDAQ","벤처기업부",,"137209","기타 과학기술 서비스업","12",,"11698021","500","5849010500","원(KRW)","정업준, 남기혁 (공동 대표이사)","031-329-3411","경기도 용인시 처인구 유림로154번길 42 "
"383930","디티앤씨알오","KOSDAQ","중견기업부",,"137001","자연과학 및 공학 연구개발업","12",,"12694512","500","6347256000","원(KRW)","박채규","031-326-6676","경기도 용인시 처인구 백령로20번길 28 나동 2, 3, 4층(유방동) "
"163430","디피코","KONEX","일반기업부",,"033002","자동차 차체 및 트레일러 제조업","12","현대차증권","9053370","500","4526685000","원(KRW)","송신근","033-340-4800","강원도 횡성군 우천면 우천산업단지로 60-44 2층"
"131180","딜리","KOSDAQ","중견기업부",,"032603","컴퓨터 및 주변장치 제조업","12",,"29350000","100","2935000000","원(KRW)","최근수","031-860-5500","경기도 동두천시 강변로702번길 30 "
"315640","딥노이드","KOSDAQ","기술성장기업부","기술성장기업","105802","소프트웨어 개발 및 공급업","12",,"9317134","500","4658567000","원(KRW)","최우식","02-6952-6001","서울특별시 구로구 디지털로33길 55 13층, 1305호"
"317120","라닉스","KOSDAQ","기술성장기업부","기술성장기업","032601","반도체 제조업","12",,"9660000","500","4906920000","원(KRW)","최승욱","02-584-5516","서울특별시 강남구 언주로135길 25 (논현동) "
"042510","라온시큐어","KOSDAQ","중견기업부",,"105802","소프트웨어 개발 및 공급업","12",,"38666746","500","19333373000","원(KRW)","이순형","02-561-4545","서울특별시 강남구 테헤란로 145 18층(역삼동,우신빌딩)"
"232680","라온테크","KOSDAQ","기술성장기업부","기술성장기업","032902","특수 목적용 기계 제조업","12",,"12504234","500","6252117000","원(KRW)","김원경","031-201-0000","경기도 수원시 권선구 산업로156번길 88-4 &nbsp"
"418420","라온텍","KOSDAQ","기술성장기업부","기술성장기업","032602","전자부품 제조업","12",,"28906441","100","3052644100","원(KRW)","김보은","031-786-4633","경기도 성남시 분당구 성남대로779번길 17 4층, 5층"
"300120","라온피플","KOSDAQ","벤처기업부",,"105802","소프트웨어 개발 및 공급업","12",,"20780012","500","10473931000","원(KRW)","이석중","1899-3058","경기도 성남시 분당구 판교로 723 분당테크노파크B동 402-1호 &nbsp"
"171120","라이온켐텍","KOSDAQ","중견기업부",,"032004","기타 화학제품 제조업","12",,"18893576","500","9446788000","원(KRW)","박희원, 박서영","042-930-3300","대전 대덕구 문평동 41-5 "
"388790","라이콤","KOSDAQ","벤처기업부",,"032604","통신 및 방송 장비 제조업","12",,"28513930","100","2851393000","원(KRW)","김성준","02-6915-5356","경기도 용인시 처인구 이동읍 백자로 109 -"
"069540","라이트론","KOSDAQ","벤처기업부",,"032604","통신 및 방송 장비 제조업","12",,"26061956","500","13030978000","원(KRW)","박찬희","(042)930-7700","대전광역시 대덕구 문평동로 68 "
"285770","라이프사이언스테크놀로지","KONEX","일반기업부",,"105802","소프트웨어 개발 및 공급업","12","하이증권","3545380","500","1772690000","원(KRW)","김정환","070-8620-8020","서울특별시 강서구 양천로 401 B-1207(가양동, 강서한강자이타워) "
"347700","라이프시맨틱스","KOSDAQ","기술성장기업부","기술성장기업","105802","소프트웨어 개발 및 공급업","12",,"10227950","500","5113975000","원(KRW)","송승재","1661-2858","서울특별시 강남구 언주로 533 &nbsp"
"214260","라파스","KOSDAQ","기술성장기업부","기술성장기업","032004","기타 화학제품 제조업","12",,"8656916","500","4328458000","원(KRW)","정도현","02-392-3011","서울특별시 강서구 마곡중앙8로1길 62 라파스 &nbsp;"
"403360","라피치","KONEX","일반기업부",,"105802","소프트웨어 개발 및 공급업","12","IBK증권","2904000","500","1452000000","원(KRW)","김재중","02-3420-9114","서울특별시 강남구 도곡로8길 6, 3층(도곡동, 지호빌딩) "
"115390","락앤락","KOSPI",,,"032202","플라스틱제품 제조업","12",,"50200444","500","27500000000","원(KRW)","이재호","02-520-9539","경기도 안성시 원곡면 만세로 1260 -"
"200350","래몽래인","KOSDAQ","기술성장기업부","신속이전기업","105901","영화, 비디오물, 방송프로그램 제작 및 배급업","12",,"6443104","500","3221552000","원(KRW)","김동래","02-761-9978","서울특별시 강남구 학동로25길 19 "
"171010","램테크놀러지","KOSDAQ","벤처기업부",,"032001","기초 화학물질 제조업","12",,"13836057","500","6918028500","원(KRW)","길준봉","031-323-1119","경기도 용인시 처인구  양지면 주북로 285 "
"084650","랩지노믹스","KOSDAQ","우량기업부",,"137001","자연과학 및 공학 연구개발업","12",,"37119995","500","18619775500","원(KRW)","김정주, 이종훈(공동대표)","031-628-0702","경기도 성남시 분당구 대왕판교로 700 (삼평동) 6층 "
"217500","러셀","KOSDAQ","벤처기업부",,"032902","특수 목적용 기계 제조업","12",,"31812000","100","3181200000","원(KRW)","권순욱","043-532-8818","충청북도 청주시 흥덕구 옥산면 옥산산단로 36 (호죽리)"
"092590","럭스피아","KONEX","일반기업부",,"032601","반도체 제조업","12","신한증권","7291098","500","3645549000","원(KRW)","성석종","070-8671-2500","경기도 수원시 영통구 광교로 109 10층(이의동, 나노소자특화팹센터) "
"141080","레고켐바이오","KOSDAQ","기술성장기업부","기술성장기업","137001","자연과학 및 공학 연구개발업","12",,"26411494","500","13205747000","원(KRW)","김용주","042-861-0688","대전광역시 유성구 국제과학10로 10 (주)레고켐 바이오사이언스"
"038390","레드캡투어","KOSDAQ","우량기업부",,"147502","여행사 및 기타 여행보조 서비스업","12",,"8589480","500","4294740000","원(KRW)","인유성","02-2001-4500","서울특별시 중구 을지로 100파인에비뉴 B동 19층 "
"294140","레몬","KOSDAQ","기술성장기업부","기술성장기업","032005","화학섬유 제조업","12",,"37000000","500","18500000000","원(KRW)","김광진","054-470-8800","경상북도 구미시 산동면 산호대로 1105-65 "
"228670","레이","KOSDAQ","우량기업부",,"032701","의료용 기기 제조업","12",,"14482055","500","7241027500","원(KRW)","이상철","031-605-1000","경기도 성남시 분당구 판교역로 221 (삼평동 672) 투썬월드빌딩 12층 "
"228850","레이언스","KOSDAQ","우량기업부",,"032701","의료용 기기 제조업","12",,"16591014","500","8295507000","원(KRW)","서재정","031-8015-6277","경기도 화성시 삼성1로1길 14 &nbsp"
"412350","레이저쎌","KOSDAQ","기술성장기업부","기술성장기업","032902","특수 목적용 기계 제조업","12",,"8425772","500","4212886000","원(KRW)","안건준","031-8060-3226","경기도 화성시 동탄면 동탄산단4길 9-9 - "
"281740","레이크머티리얼즈","KOSDAQ","우량기업부",,"032004","기타 화학제품 제조업","12",,"65730548","100","6573054800","원(KRW)","김진동","044-414-9400","세종특별자치시  전의면 산단길 22-144 -"
"277810","레인보우로보틱스","KOSDAQ","기술성장기업부","기술성장기업","032902","특수 목적용 기계 제조업","12",,"19250946","500","9625473000","원(KRW)","이정호","042-719-8070","대전광역시 유성구 엑스포로339번길 10-19 "
"179720","렌딩머신","KONEX","일반기업부",,"105802","소프트웨어 개발 및 공급업","12","NH투자증권","1756345","500","878172500","원(KRW)","이상규","02-6207-2400","서울특별시 강남구 논현로150길 23 3층 (논현동, 연호빌딩)"
"215100","로보로보","KOSDAQ","벤처기업부",,"032809","기타 전기장비 제조업","12",,"20348454","100","2034845400","원(KRW)","최영석","02-909-5050","서울특별시 강북구 도봉로54길 6 로보로보빌딩(미아동)"
"090360","로보스타","KOSDAQ","중견기업부",,"032902","특수 목적용 기계 제조업","12",,"9750000","500","4875000000","원(KRW)","이병서","031-400-3600","경기도 안산시 상록구  수인로 700 "
"238500","로보쓰리","KONEX","일반기업부",,"137309","그외 기타 전문, 과학 및 기술 서비스업","12","하이증권","21515163","500","10757581500","원(KRW)","심종헌, 박영근(각자 대표이사)","02-544-9145","서울특별시 강남구 봉은사로18길 47(역삼동622-7) 전층 "
"108490","로보티즈","KOSDAQ","기술성장기업부","기술성장기업","032902","특수 목적용 기계 제조업","12",,"12273463","500","6136731500","원(KRW)","김병수","070-8671-2600","서울특별시 강서구 마곡중앙5로1길 37 &nbsp"
"900260","로스웰","KOSDAQ","외국기업(소속부없음)",,"116409","기타 금융업","12",,"36031288","무액면","1002602908","중국위안(CNY)","저우샹동",,"Unit 402, 4th Floor, Fairmont House, No. 8 Cotton Tree Drive, Admiralty Hong Kong "
"223220","로지스몬","KONEX","일반기업부",,"105802","소프트웨어 개발 및 공급업","12","SK증권","46051176","100","4605117600","원(KRW)","이석준","02-1600-9727","서울특별시 동대문구 황물로 60 4층 406호 (답십리동)"
"067730","로지시스","KOSDAQ","중견기업부",,"106201","컴퓨터 프로그래밍, 시스템 통합 및 관리업","12",,"9673922","500","4836961000","원(KRW)","이호성","02-2125-6300","서울특별시 마포구 독막로 281 &nbsp"
"071280","로체시스템즈","KOSDAQ","우량기업부",,"032902","특수 목적용 기계 제조업","12",,"15296603","500","7648301500","원(KRW)","박기환","(031)335-9100","경기도 용인시 처인구 남사면 완장천로 448-34 로체시스템즈(주)"
"032350","롯데관광개발","KOSPI",,,"147502","여행사 및 기타 여행보조 서비스업","12",,"73762659","500","36881329500","원(KRW)","김기병, 백현, 김한준","1577-3000","제주특별자치도 제주시 노연로 12 (노형동)"
"089860","롯데렌탈","KOSPI",,,"147601","운송장비 임대업","12",,"36634063","5000","183170315000","원(KRW)","최진환",,"경기도 안양시 동안구 전파로 88, 8층 "
"330590","롯데리츠","KOSPI",,,"126801","부동산 임대 및 공급업","06",,"242968884","500","121484442000","원(KRW)","롯데에이엠씨 주식회사","02-3213-8159","서울특별시 송파구 올림픽로 300 롯데월드타워 30층"
"000400","롯데손해보험","KOSPI",,,"116501","보험업","12",,"310336320","1000","310336320000","원(KRW)","이은호","02-1588-3344","서울특별시 중구  소월로 3 롯데손해보험빌딩 "
"023530","롯데쇼핑","KOSPI",,,"074701","종합 소매업","12",,"28288755","5000","141443775000","원(KRW)","김상현(김 사무엘 상현), 정준호, 강성현","02-1577-0001","서울특별시 중구  남대문로 81 (소공동) "
"020150","롯데에너지머티리얼즈","KOSPI",,,"032602","전자부품 제조업","12",,"46110835","500","23055417500","원(KRW)","김연섭","02-707-9060","전라북도 익산시 석암로3길 63-25 "
"280360","롯데웰푸드","KOSPI",,,"031007","기타 식품 제조업","12",,"9434574","500","4717287000","원(KRW)","신동빈, 이영구, 이창엽","02-2670-6302","서울특별시 영등포구 양평로21길 10 "
"004000","롯데정밀화학","KOSPI",,,"032001","기초 화학물질 제조업","12",,"25800000","5000","129000000000","원(KRW)","김용석","052-270-6112-4","울산광역시 남구 여천로217번길 19 "
"286940","롯데정보통신","KOSPI",,,"106201","컴퓨터 프로그래밍, 시스템 통합 및 관리업","12",,"15396331","5000","76981655000","원(KRW)","노준형","02-2626-4000","서울특별시 금천구 가산디지털2로 179 롯데정보통신 "
"004990","롯데지주","KOSPI",,,"116409","기타 금융업","12",,"104909237","200","21142968000","원(KRW)","신동빈,이동우","02-750-7114","서울특별시 송파구 올림픽로 300 롯데월드타워"
"005300","롯데칠성","KOSPI",,,"031102","비알코올음료 및 얼음 제조업","12",,"9278884","500","5027097000","원(KRW)","신동빈, 박윤기","02-3479-9114","서울특별시 서초구 서초대로70길 15 "
"011170","롯데케미칼","KOSPI",,,"032001","기초 화학물질 제조업","12",,"42775419","5000","213877095000","원(KRW)","신동빈,김교현,이영준,황진구","02-829-4114","300, Olympic-ro, Songpa-gu, Seoul, Korea Lotte World Tower "
"071840","롯데하이마트","KOSPI",,,"074703","가전제품 및 정보통신장비 소매업","12",,"23607712","5000","118038560000","원(KRW)","남창희","02-1588-0070","서울특별시 강남구  삼성로 156  롯데하이마트빌딩"
"328130","루닛","KOSDAQ","기술성장기업부","기술성장기업","105802","소프트웨어 개발 및 공급업","12",,"12255185","500","6127592500","원(KRW)","서범석","02-2138-0827","서울특별시 강남구 강남대로 374 4층~9층(역삼동, 케이스퀘어 강남II) "
"038060","루멘스","KOSDAQ","중견기업부",,"032601","반도체 제조업","12",,"48103069","500","24051534500","원(KRW)","이경재","031-8033-2000","경기도 용인시 기흥구 기흥로 58 , 기흥ICT밸리 B동 15층(구갈동) - "
"162120","루켄테크놀러지스","KONEX","일반기업부",,"032809","기타 전기장비 제조업","12","KB증권","10989936","500","5494968000","원(KRW)","안윤태","070-8633-8009","경기도 용인시 처인구 양지면 중부대로2670번길 53-8(추계리) "
"253610","루트락","KONEX","일반기업부",,"074607","기타 전문 도매업","12","신한증권","7772543","500","3886271500","원(KRW)","박종진","02-6941-4300","서울특별시 금천구 디지털로9길 68B125호 (가산동,대륭포스트타워5차) "
"085370","루트로닉","KOSDAQ","중견기업부",,"032701","의료용 기기 제조업","12",,"26443624","500","13308800500","원(KRW)","황해령","031-926-7114","경기도 고양시 덕양구 소원로 219 "
"060240","룽투코리아","KOSDAQ","벤처기업부",,"105802","소프트웨어 개발 및 공급업","12",,"25429284","500","13064642000","원(KRW)","양 성 휘","031-8068-6602","경기도 안양시 동안구 부림로 170 41-13(관양동 1736-1), 4층 "
"058470","리노공업","KOSDAQ","우량기업부",,"032602","전자부품 제조업","12",,"15242370","500","7621185000","원(KRW)","이채윤","051-831-3232","부산광역시 강서구 미음산단로105번길 10 "
"039980","리노스","KOSDAQ","중견기업부",,"106201","컴퓨터 프로그래밍, 시스템 통합 및 관리업","12",,"46194879","500","23097439500","원(KRW)","김웅, 박병근 (각자 대표이사)","(02)3489-6800","서울특별시 서초구 서운로 19 (서초동, 서초월드오피스텔) 4층 "
"019570","리더스 기술투자","KOSDAQ","중견기업부",,"116402","신탁업 및 집합투자업","12",,"130111263","500","65055631500","원(KRW)","박승욱","02-2051-9640","서울특별시 강남구 테헤란로 447 KB우준타워 KB우준타워 17층"
"016100","리더스코스메틱","KOSDAQ","중견기업부",,"032004","기타 화학제품 제조업","12",,"19100894","500","9550447000","원(KRW)","김진구, 김진상(공동 대표이사)","02-3453-8768","서울특별시 광진구 능동로 90 더클래식 500 씨 404호 "
"012700","리드코프","KOSDAQ","우량기업부",,"074607","기타 전문 도매업","12",,"26446135","500","13777741000","원(KRW)","이재중","02  -2126-5000","서울특별시 중구 소공로 109 3층(소공동, 소공동한화빌딩) "
"302550","리메드","KOSDAQ","기술성장기업부","이익미실현기업","032701","의료용 기기 제조업","12",,"6127616","500","3063808000","원(KRW)","-","031-696-4899","대전광역시 유성구 테크노2로 187 미건테크노월드2차 301호~303호"
"377450","리파인","KOSDAQ","중견기업부",,"106309","기타 정보 서비스업","12",,"17330000","100","1733000000","원(KRW)","이창섭","02-2189-8700","서울특별시 강남구 테헤란로 625, 4층 (삼성동, 덕명빌딩) "
"277070","린드먼아시아","KOSDAQ","벤처기업부",,"116402","신탁업 및 집합투자업","12",,"13692000","500","6846000000","원(KRW)","김진하","070-7019-4001","서울특별시 강남구 테헤란로 234, 4층(역삼동, 삼익빌딩) &nbsp"
"042500","링네트","KOSDAQ","우량기업부",,"106201","컴퓨터 프로그래밍, 시스템 통합 및 관리업","12",,"15356878","500","7678439000","원(KRW)","이주석","02-6675-1251","서울특별시 구로구 디지털로33길 28 1001호 (구로동, 우림이비지센터 1차 10층)"
"219420","링크제니시스","KOSDAQ","기술성장기업부","기술성장기업","105802","소프트웨어 개발 및 공급업","12",,"11469507","100","1146950700","원(KRW)","정성우","031-422-3581","경기도 안양시 동안구 시민대로 401, 319호(관양동, 대륭테크노타운15차) &nbsp"
"027740","마니커","KOSPI",,,"031001","도축, 육류 가공 및 저장 처리업","12",,"63511228","500","31755614000","원(KRW)","안정원","031-281-5300","경기도 용인시 처인구 이동읍 화산로93번길 15-7 - "
"195500","마니커에프앤지","KOSDAQ","중견기업부",,"031001","도축, 육류 가공 및 저장 처리업","12",,"15928000","500","7964000000","원(KRW)","최장호","031-899-1114","경기도 용인시 처인구 이동면 백옥대로144번길 36-2 &nbsp"
"357430","마스턴프리미어리츠","KOSPI",,,"126801","부동산 임대 및 공급업","03",,"26580000","1000","26580000000","원(KRW)","도병운","02-3452-2077","서울특별시 서초구 강남대로 465 "
"377480","마음AI","KOSDAQ","기술성장기업부","기술성장기업","105802","소프트웨어 개발 및 공급업","12",,"6094483","500","3047241500","원(KRW)","유태준","1661-3222","경기도 성남시 분당구 대왕판교로644번길 49 다산타워5층"
"305090","마이크로디지탈","KOSDAQ","기술성장기업부","기술성장기업","032701","의료용 기기 제조업","12",,"15636664","500","7818332000","원(KRW)","김경남","031-701-2225","경기도 성남시 분당구 판교로228번길 15 제윈스동 701호"
"448780","마이크로엔엑스","KONEX","일반기업부",,"032701","의료용 기기 제조업","12","교보증권","2677680","500","1338840000","원(KRW)","이종건/정재경","053-650-1000","대구광역시 동구 매여로1길 22 "
"098120","마이크로컨텍솔","KOSDAQ","벤처기업부",,"032602","전자부품 제조업","12",,"8312766","500","4156383000","원(KRW)","양승은","041-621-4331","충청남도 천안시 서북구 성거읍 오송2길 15-21 "
"038290","마크로젠","KOSDAQ","우량기업부",,"137309","그외 기타 전문, 과학 및 기술 서비스업","12",,"10841400","500","5420700000","원(KRW)","김창훈","02-2180-7000","서울특별시 금천구  벚꽃로 254 월드메르디앙1차 "
"001080","만호제강","KOSPI",,,"032401","1차 철강 제조업","06",,"4150000","1000","4150000000","원(KRW)","김상환","051-601-0351","부산광역시 강서구  녹산화전로 71 "
"267980","매일유업","KOSDAQ","우량기업부",,"031005","낙농제품 및 식용빙과류 제조업","12",,"7843638","500","3921819000","원(KRW)","김선희, 김환석(각자대표)","02-2117-2113","서울특별시 종로구 종로1길 50 &nbsp"
"005990","매일홀딩스","KOSDAQ","우량기업부",,"031005","낙농제품 및 식용빙과류 제조업","12",,"13718304","500","6859152000","원(KRW)","김정완, 권태훈(각자대표이사)","02-2127-2113","서울시 종로구 종로1길 50 더케이트윈타워A동 "
"093520","매커스","KOSDAQ","우량기업부",,"074605","기계장비 및 관련 물품 도매업","12",,"16163092","500","8081546000","원(KRW)","신동철, 성종률","02-3490-9500","서울특별시 강남구 봉은사로44길 73 "
"377030","맥스트","KOSDAQ","기술성장기업부","기술성장기업","105802","소프트웨어 개발 및 공급업","12",,"19570882","500","9785441000","원(KRW)","박재완","02-585-9566","서울특별시 강남구 남부순환로351길 4, 3층(도곡동, 스테이77) "
"088980","맥쿼리인프라","KOSPI",,,"116402","신탁업 및 집합투자업","12",,"404845547","무액면","2448936527780","원(KRW)","맥쿼리자산운용(주)","02-3705-8565","서울특별시 종로구 우정국로 26 A동 18층(공평동, 센트로폴리스)"
"094800","맵스리얼티1","KOSPI",,,"116402","신탁업 및 집합투자업","12",,"92834331","무액면","464171655000","원(KRW)","미래에셋자산운용(주)","02-1577-1640","서울 영등포구 여의도동 미래에셋빌딩 45-1"
"100590","머큐리","KOSDAQ","우량기업부",,"032604","통신 및 방송 장비 제조업","12",,"15124896","500","7562448000","원(KRW)","황 하영","032-580-3114","인천광역시 서구 가재울로 90 "
"067280","멀티캠퍼스","KOSDAQ","우량기업부",,"168506","기타 교육기관","12",,"5926779","500","2963389500","원(KRW)","정석목","02-6262-9118","서울특별시 강남구 언주로 508 서울상록회관 17층"
"072870","메가스터디","KOSDAQ","벤처기업부",,"105801","서적, 잡지 및 기타 인쇄물 출판업","12",,"11920959","500","5960479500","원(KRW)","손주은, 손은진(각자 대표이사)","02-6984-6811","서울특별시 서초구 효령로 304 24층(서초동, 국제전자센터) "
"215200","메가스터디교육","KOSDAQ","우량기업부",,"168505","일반 교습 학원","12",,"11861880","100","1186188000","원(KRW)","손성은","02-3489-8200","서울특별시 서초구 효령로 321 덕원빌딩 &nbsp"
"133750","메가엠디","KOSDAQ","우량기업부",,"168505","일반 교습 학원","12",,"23407077","500","11703538500","원(KRW)","임수아","02-6918-3505","서울특별시 서초구 반포대로 81 4층(서초동, 영림빌딩) "
"235980","메드팩토","KOSDAQ","기술성장기업부","기술성장기업","137001","자연과학 및 공학 연구개발업","12",,"21080695","500","10540347500","원(KRW)","김성진","02-6938-0200","서울특별시 서초구 명달로 92, 보림빌딩 "
"200580","메디쎄이","KONEX","일반기업부",,"032701","의료용 기기 제조업","12","대신증권","3726079","500","1863039500","원(KRW)","한종현","043-716-1014","충청북도 제천시 한방엑스포로 129 (제천시 왕암동 1389)"
"041920","메디아나","KOSDAQ","우량기업부",,"032701","의료용 기기 제조업","12",,"16000000","500","8000000000","원(KRW)","길문종","033-742-5400","강원도 원주시 문막읍 동화공단로 132 "
"233250","메디안디노스틱","KONEX","일반기업부",,"032103","의료용품 및 기타 의약 관련제품 제조업","12","유진증권","1746534","500","1083767000","원(KRW)","오진식","033-244-0100","강원도 춘천시 동내면 순환대로 878 "
"014100","메디앙스","KOSDAQ","투자주의환기종목(소속부없음)",,"032004","기타 화학제품 제조업","12",,"11800000","500","5900000000","원(KRW)","박수찬","02-6283-6790","서울특별시 강남구 논현로64길 4 5층~6층"
